Intensity	Wavelength (Å)	Spectrum	Reference	Nominal Q	Volume (Log_1000(Q))
  800 P,c	3,891	Ho II	 MZH78	800	0.97
40	3,891	Nb I	 MCS75	40	0.53
  600 P	3,891	Zr I	 J98	600	0.93
110	3,892	Nd II	 MCS75	110	0.68
   20 P	3,892	Ba II	 KL99	20	0.43
 1000 P	3,892	Pm II	 RCWM80	1000	1.00
60	3,892	Ru I	 K59	60	0.59
130	3,893	U  II	 PKE80	130	0.70
  300 P	3,893	Er I	 M64b	300	0.83
40	3,893	V  I	 DA78	40	0.53
 1000 s	3,893	Cf II	 RCWM80	1000	1.00
13	3,894	Cr I	 K53	13	0.37
400	3,894	Co I	 PT96	400	0.87
150	3,894	U  I	 PKE80	150	0.73
90	3,894	Pd I	 ELLW98	90	0.65
 1000 P,l	3,895	Bk II	 WC78	1000	1.00
150	3,895	Nd II	 MCS75	150	0.73
150	3,895	Gd II	 MCS75	150	0.73
200	3,895	Ce II	 C73	200	0.77
  600 P	3,895	Th I	 PE83	600	0.93
80	3,896	Fe I	 NJLT94	80	0.63
400	3,896	Pu I	 BFG84	400	0.87
  500 P	3,896	Er II	 M64b	500	0.90
40	3,897	Tm I	 SMC73	40	0.53
30	3,897	Ho II	 MCS75	30	0.49
400	3,897	Sm II	 K35	400	0.87
30	3,897	Cs II	 S81	30	0.49
40	3,898	Au I	 ED71	40	0.53
250	3,898	K  II	 D26	250	0.80
  250 P	3,899	Dy II	 NG00	250	0.80
   15 s	3,899	Pt I	 SRSA92	15	0.39
200	3,899	F  II	 P69	200	0.77
  400 P	3,899	Tb II	 B01	400	0.87
120	3,900	Fe I	 NJLT94	120	0.69
130	3,900	U  II	 PKE80	130	0.70
400	3,900	Pm II	 RCWM80	400	0.87
60	3,900	Tc I	 BMC67	60	0.59
300	3,900	Hf I	 MCS75	300	0.83
  400 P	3,900	Nd II	 MCS75	400	0.87
1000	3,900	Cm I	 WHGC76	1000	1.00
110	3,901	Zr I	 J98	110	0.68
40	3,901	Ti II	 HJLW82	40	0.53
400	3,901	Al II	 KM91b	400	0.87
   30 s	3,901	Pt I	 SRSA92	30	0.49
80	3,901	Tm II	 MCS75	80	0.63
20	3,901	Yb I	 MT78	20	0.43
25	3,901	Ti I	 F91	25	0.47
  500 P	3,901	Tb I	 B01	500	0.90
13	3,902	Mo I	 WB88	13	0.37
250	3,902	Nd II	 MCS75	250	0.80
200	3,902	F  II	 P69	200	0.77
  200 P	3,902	V  I	 DA78	200	0.77
90	3,902	Gd II	 MCS75	90	0.65
70	3,903	Er II	 M64b	70	0.62
20	3,903	Cr I	 K53	20	0.43
40	3,903	Fe I	 NJLT94	40	0.53
  700 P	3,903	Mo I	 WB88	700	0.95
200	3,903	Th I	 PE83	200	0.77
300	3,903	Sm II	 K35	300	0.83
 1000 P	3,904	Cm II	 WHGC76	1000	1.00
12	3,904	Pt I	 SRSA92	12	0.36
40	3,904	Ho I	 MCS75	40	0.53
300	3,905	Ti I	 F91	300	0.83
90	3,905	Er I	 M64b	90	0.65
200	3,906	Si I	 RA65	200	0.77
90	3,906	Gd I	 MCS75	90	0.65
   80 c,w	3,906	Ho II	 MCS75	80	0.63
300	3,906	Nd II	 MCS75	300	0.83
 1000 P,s	3,906	Bk II	 WC78	1000	1.00
50	3,906	Kr II	 HP70a	50	0.57
 1000 P	3,906	Er II	 M64b	1000	1.00
120	3,906	U  I	 PKE80	120	0.69
  500 P,c,w	3,907	Eu II	 MCS75	500	0.90
200	3,907	Ce II	 C73	200	0.77
  900 P	3,907	Sc I	 AV77	900	0.98
90	3,908	Nd II	 MCS75	90	0.65
   30 l	3,908	Xe II	 H39	30	0.49
  150 c	3,908	Pr II	 MCS75	150	0.73
 1000 P	3,908	Cm II	 WHGC76	1000	1.00
50	3,909	Cr I	 K53	50	0.57
70	3,909	Ru I	 K59	70	0.62
25	3,909	Au I	 ED71	25	0.47
60	3,910	V  I	 DA78	60	0.59
 1000 P	3,910	Pm II	 RCWM80	1000	1.00
13	3,911	Pt I	 SRSA92	13	0.37
  400 P	3,911	Nd II	 MCS75	400	0.87
8	3,911	Yb I	 MT78	8	0.30
40	3,912	Ho I	 MCS75	40	0.53
 1000 P	3,912	Sc I	 AV77	1000	1.00
140	3,912	Th I	 PE83	140	0.72
  400 P	3,912	O  II	 MKM93	400	0.87
150	3,912	Nd II	 MCS75	150	0.73
300	3,912	Ce II	 C73	300	0.83
120	3,913	Pr II	 MCS75	120	0.69
40	3,913	Ti II	 HJLW82	40	0.53
60	3,914	Pr II	 MCS75	60	0.59
60	3,914	Ti I	 F91	60	0.59
500	3,914	Br II	 RR44	500	0.90
40	3,915	Nb I	 MCS75	40	0.53
110	3,916	Nd II	 MCS75	110	0.68
140	3,916	La II	 MCS75	140	0.72
10	3,916	Cr I	 K53	10	0.33
 1000 l	3,916	Bk II	 WC78	1000	1.00
  400 P	3,916	Tm I	 SMC73	400	0.87
  250 P	3,917	Gd II	 MCS75	250	0.80
30	3,917	Dy I	 NG00	30	0.49
20	3,917	Eu I	 MCS75	20	0.43
70	3,918	Hf II	 MCS75	70	0.62
200	3,918	Ce II	 C73	200	0.77
  250 c	3,919	Pr II	 MCS75	250	0.80
  300 P	3,919	C  II	 MG93	300	0.83
200	3,919	Th I	 PE83	200	0.77
 1000 P	3,919	Pm II	 RCWM80	1000	1.00
90	3,919	Cr I	 K53	90	0.65
40	3,919	Ho I	 MCS75	40	0.53
80	3,920	Pr II	 MCS75	80	0.63
70	3,920	Kr II	 HP70a	70	0.62
30	3,920	Nb I	 MCS75	30	0.49
60	3,920	Fe I	 NJLT94	60	0.59
  400 P	3,921	C  II	 MG93	400	0.87
200	3,921	Nd II	 MCS75	200	0.77
30	3,921	Cr I	 K53	30	0.49
1000	3,921	Bk I	 WC78	1000	1.00
40	3,921	Ti I	 F91	40	0.53
120	3,922	La II	 MCS75	120	0.69
150	3,922	Zr I	 J98	150	0.73
25	3,922	Rh I	 MCS75	25	0.47
  600 P	3,922	Sm II	 K35	600	0.93
20	3,922	V  I	 DA78	20	0.43
120	3,923	Fe I	 NJLT94	120	0.69
   60 c	3,923	Pt I	 SRSA92	60	0.59
140	3,923	Ru I	 K59	140	0.72
140	3,925	Ti I	 F91	140	0.72
20	3,925	V  I	 DA78	20	0.43
250	3,925	Th I	 PE83	250	0.80
15	3,925	Pt I	 SRSA92	15	0.39
200	3,925	Pr II	 MCS75	200	0.77
12	3,926	Ar II	 N73	12	0.36
300	3,926	Ru I	 K59	300	0.83
100	3,926	U  I	 PKE80	100	0.67
 1000 P,l	3,926	Am II	Ft 57	1000	1.00
   30 l	3,926	Rb II	 R75	30	0.49
100	3,927	U  I	 PKE80	100	0.67
90	3,927	Nd II	 MCS75	90	0.65
90	3,927	Pr II	 MCS75	90	0.65
200	3,928	La I	 MCS75	200	0.77
25	3,928	Dy I	 NG00	25	0.47
120	3,928	Fe I	 NJLT94	120	0.69
 1000 l	3,928	Bk II	 WC78	1000	1.00
500	3,928	Sm II	 K35	500	0.90
15	3,929	Ar II	 N73	15	0.39
30	3,929	Cr I	 K53	30	0.49
250	3,929	La II	 MCS75	250	0.80
70	3,929	Pr II	 MCS75	70	0.62
300	3,930	Zr I	 J98	300	0.83
60	3,930	Tm II	 MCS75	60	0.59
140	3,930	Th II	 PE83	140	0.72
10	3,930	Re I	 MCS75	10	0.33
110	3,930	Ti I	 F91	110	0.68
20	3,930	V  I	 DA78	20	0.43
30	3,930	Dy I	 NG00	30	0.49
200	3,930	Fe I	 NJLT94	200	0.77
  500 P,c,w	3,930	Eu II	 MCS75	500	0.90
300	3,931	Es I	 WLGC74	300	0.83
200	3,931	Ce II	 C73	200	0.77
150	3,931	Hf I	 MCS75	150	0.73
90	3,932	Dy II	 NG00	90	0.65
50	3,932	Ru I	 K59	50	0.57
300	3,932	Pa I	 BW92b	300	0.83
  400 P	3,932	U  II	 PKE80	400	0.87
70	3,932	Er II	 M64b	70	0.62
8	3,933	Ar II	 N73	8	0.30
300	3,933	Th I	 PE83	300	0.83
  200 P	3,933	Sc I	 AV77	200	0.77
 1000 P	3,934	Ca II	 L99	1000	1.00
20	3,934	V  I	 DA78	20	0.43
200	3,934	Rh I	 MCS75	200	0.77
  250*	3,935	Gd I	 MCS75	#N/A	#N/A
  250*	3,935	Gd II	 MCS75	#N/A	#N/A
110	3,935	Nd II	 MCS75	110	0.68
70	3,936	Pr II	 MCS75	70	0.62
  800 P	3,936	Pm II	 RCWM80	800	0.97
 1000 P	3,937	Cm I	 WHGC76	1000	1.00
25	3,937	Dy I	 NG00	25	0.47
  250 P	3,937	Er I	 M64b	250	0.80
40	3,937	Nb I	 MCS75	40	0.53
  200 P	3,939	Er II	 M64b	200	0.77
25	3,939	Ho I	 MCS75	25	0.47
90	3,939	Nd II	 MCS75	90	0.65
200	3,940	Ce II	 C73	200	0.77
  300 P	3,941	Rb II	 R75	300	0.83
20	3,941	Cr I	 K53	20	0.43
  400 P	3,942	Nd II	 MCS75	400	0.87
90	3,942	Gd I	 MCS75	90	0.65
300	3,942	Sm II	 K35	300	0.83
1000	3,942	Cm I	 WHGC76	1000	1.00
  600 P	3,942	Ce II	 C73	600	0.93
120	3,943	Gd I	 MCS75	120	0.69
60	3,943	Rh I	 MCS75	60	0.59
  800 P	3,943	Ce II	 C73	800	0.97
30	3,944	Nb I	 MCS75	30	0.49
  400 P	3,944	U  I	 PKE80	400	0.87
200	3,944	Ce II	 C73	200	0.77
  500 P	3,944	Al I	 KM91b	500	0.90
1000	3,944	Cm I	 WHGC76	1000	1.00
300	3,944	Pm II	 RCWM80	300	0.83
  250 P	3,944	Er I	 M64b	250	0.80
  500 P	3,945	Dy II	 NG00	500	0.90
300	3,946	Gd I	 MCS75	300	0.83
70	3,946	Ru I	 K59	70	0.62
25	3,946	Ar II	 N73	25	0.47
  400 c	3,947	Tc I	 BMC67	400	0.87
200	3,947	Tc I	 BMC67	200	0.77
60	3,947	O  I	 M75b	60	0.59
50	3,947	O  I	 M75b	50	0.57
50	3,948	O  I	 M75b	50	0.57
  140 c	3,948	Pr II	 MCS75	140	0.72
140	3,948	Ti I	 F91	140	0.72
40	3,948	Er I	 M64b	40	0.53
200	3,948	Sm II	 K35	200	0.77
9	3,948	Pt I	 SRSA92	9	0.32
  600 P	3,949	Ti I	 F91	600	0.93
1000	3,949	Cm I	 WHGC76	1000	1.00
1	3,949	Ar I	 N73	1	0.00
 1000 P	3,949	La II	 MCS75	1000	1.00
150	3,949	Tm I	 SMC73	150	0.73
  150 c	3,949	Pr II	 MCS75	150	0.73
40	3,950	Ru I	 K59	40	0.53
300	3,950	Y  II	 NJK91	300	0.83
25	3,951	Ho I	 MCS75	25	0.47
  400 P	3,951	Nd II	 MCS75	400	0.87
200	3,952	Hf I	 MCS75	200	0.77
300	3,952	Sm I	 K35	300	0.83
150	3,952	Nd II	 MCS75	150	0.73
  900 P	3,953	Ce II	 C73	900	0.98
  200 l	3,953	Am II	Ft 57	200	0.77
  300 s	3,953	Pa II	 BW92b	300	0.83
1000	3,953	Cm I	 WHGC76	1000	1.00
120	3,953	Gd I	 MCS75	120	0.69
  150 c	3,954	Pr II	 MCS75	150	0.73
70	3,956	Ho I	 MCS75	70	0.62
20	3,956	N  II	 M75a	20	0.43
300	3,956	Ce II	 C73	300	0.83
  600 P	3,956	Ti I	 F91	600	0.93
25	3,956	Er I	 M64b	25	0.47
70	3,957	Pr II	 MCS75	70	0.62
140	3,958	Gd II	 MCS75	140	0.72
 1000 P	3,958	Pm II	 RCWM80	1000	1.00
40	3,958	Dy II	 NG00	40	0.53
 1000 P,l	3,958	Pa II	 BW92b	1000	1.00
110	3,958	Nd II	 MCS75	110	0.68
150	3,958	Tm II	 MCS75	150	0.73
  700 P	3,958	Ti I	 F91	700	0.95
150	3,958	Zr II	 J98	150	0.73
400	3,959	Rh I	 MCS75	400	0.87
200	3,959	Th I	 PE83	200	0.77
  500 P	3,959	Pr I	 MCS75	500	0.90
   90*	3,959	Gd II	 MCS75	#N/A	#N/A
40	3,960	Cs II	 S81	40	0.53
   90*	3,960	Gd II	 MCS75	#N/A	#N/A
60	3,960	Ho I	 MCS75	60	0.59
200	3,961	Ce II	 C73	200	0.77
 1000 P	3,962	Al I	 KM91b	1000	1.00
90	3,962	Nd II	 MCS75	90	0.65
   14 w	3,962	In II	 PC38	14	0.38
90	3,962	Pr II	 MCS75	90	0.65
25	3,963	Dy I	 NG00	25	0.47
120	3,963	Ti I	 F91	120	0.69
  400*	3,963	Sm II	 RAVS90	#N/A	#N/A
  400*	3,963	Sm II	 RAVS90	#N/A	#N/A
250	3,963	Nd II	 MCS75	250	0.80
30	3,964	Os I	 MCS75	30	0.49
90	3,964	Cr I	 K53	90	0.65
110	3,964	U  I	 PKE80	110	0.68
110	3,964	Pr II	 MCS75	110	0.68
120	3,964	Ti I	 F91	120	0.69
20	3,965	He I	 M60a	20	0.43
  300 c	3,965	Pr II	 MCS75	300	0.83
1000	3,965	Cm I	 WHGC76	1000	1.00
25	3,965	Cs II	 S81	25	0.47
   60 d	3,966	Nb I	 MCS75	60	0.59
120	3,966	Gd I	 MCS75	120	0.69
100	3,966	Pt I	 SRSA92	100	0.67
120	3,967	U  II	 SPMR72	120	0.69
  110 c	3,967	Pr II	 MCS75	110	0.68
140	3,967	Zr I	 J98	140	0.72
200	3,967	Ce II	 C73	200	0.77
  700 P	3,967	Th I	 PE83	700	0.95
300	3,968	Zr I	 J98	300	0.83
70	3,968	Gd II	 MCS75	70	0.62
  600 P	3,968	Dy II	 NG00	600	0.93
60	3,968	Lu I	 MCS75	60	0.59
 1000 P	3,968	Ca II	 L99	1000	1.00
150	3,969	Gd I	 MCS75	150	0.73
80	3,970	Cr I	 K53	80	0.63
  300 s	3,970	Pa II	 BW92b	300	0.83
8	3,970	H  I	 RCWM80	8	0.30
200	3,971	Sm II	 K35	200	0.77
100	3,971	Pr II	 MCS75	100	0.67
400	3,971	Sm II	 K35	400	0.87
60	3,972	Pr II	 MCS75	60	0.59
  500 P,c,w	3,972	Eu II	 MCS75	500	0.90
  120 c	3,972	Pr II	 MCS75	120	0.69
300	3,972	Th I	 PE83	300	0.83
80	3,973	Gd I	 MCS75	80	0.63
  200 P	3,973	Er I	 M64b	200	0.77
  400 P	3,973	O  II	 MKM93	400	0.87
200	3,973	Nd II	 MCS75	200	0.77
200	3,974	Zr I	 J98	200	0.77
  250 P	3,974	Er I	 M64b	250	0.80
140	3,974	Nd II	 MCS75	140	0.72
70	3,974	Gd II	 MCS75	70	0.62
20	3,974	Cs II	 S81	20	0.43
400	3,975	Sm I	 K35	400	0.87
130	3,975	Er II	 M64b	130	0.70
60	3,975	Pr II	 MCS75	60	0.59
60	3,975	Zr I	 J98	60	0.59
40	3,975	Rh I	 MCS75	40	0.53
25	3,976	Ho I	 MCS75	25	0.47
250	3,976	Sm II	 K35	250	0.80
30	3,976	Ir I	 MCS75	30	0.49
250	3,976	Sm II	 K35	250	0.80
80	3,977	Cr I	 K53	80	0.63
  400 P,d	3,977	Tb II	 B01	400	0.87
140	3,977	Nd II	 MCS75	140	0.72
   40 c	3,977	Ho I	 MCS75	40	0.53
60	3,977	Er I	 M64b	60	0.59
25	3,977	Os I	 MCS75	25	0.47
   11 c	3,978	Rb II	 R75	11	0.35
50	3,978	Ru I	 K59	50	0.57
120	3,979	Dy II	 NG00	120	0.69
250	3,979	Sm II	 K35	250	0.80
150	3,979	Gd I	 MCS75	150	0.73
7	3,979	Ar II	 N73	7	0.28
50	3,979	Ru I	 K59	50	0.57
140	3,979	Nd II	 MCS75	140	0.72
250	3,980	Th I	 PE83	250	0.80
500	3,980	Br II	 K40	500	0.90
500	3,981	Pm II	 RCWM80	500	0.90
    9 h	3,982	Ag I	 PZ01	9	0.32
  600 P	3,982	Ti I	 F91	600	0.93
300	3,982	Pa I	 BW92b	300	0.83
300	3,982	Tb II	 B01	300	0.83
60	3,982	Dy II	 NG00	60	0.59
 1000 P	3,982	Pa I	 BW92b	1000	1.00
80	3,982	Er I	 M64b	80	0.63
70	3,982	Ti I	 F91	70	0.62
  300 P	3,983	Y  II	 NJK91	300	0.83
200	3,983	O  II	 MKM93	200	0.77
200	3,983	Sm II	 K35	200	0.77
70	3,984	Dy II	 NG00	70	0.62
50	3,984	Cr I	 K53	50	0.57
 1000 P,c	3,984	Hg II	 SR01	1000	1.00
40	3,984	Dy II	 NG00	40	0.53
10	3,984	Cr I	 K53	10	0.33
25	3,984	Rh I	 MCS75	25	0.47
200	3,985	Ce II	 C73	200	0.77
80	3,985	Ru I	 K59	80	0.63
  500 P,c	3,985	Tc I	 BMC67	500	0.90
250	3,986	U  II	 PKE80	250	0.80
200	3,987	Sm II	 K35	200	0.77
  300 P,l	3,987	Np I	 FTBC76	300	0.83
60	3,988	Er I	 M64b	60	0.59
100	3,988	Gd I	 MCS75	100	0.67
 1000 P	3,988	Yb I	 MT78	1000	1.00
  500 P	3,989	La II	 MCS75	500	0.90
  250 c	3,990	Pr II	 MCS75	250	0.80
  700 P	3,990	Ti I	 F91	700	0.95
8	3,990	Cr I	 K53	8	0.30
  400*	3,990	Sm II	 K35	#N/A	#N/A
  400* P	3,990	Sm I	 K35	#N/A	#N/A
250	3,990	Nd II	 MCS75	250	0.80
40	3,991	V  I	 DA78	40	0.53
   50 P	3,991	Yb I	 MT78	50	0.57
50	3,991	Cr I	 K53	50	0.57
140	3,991	Zr II	 J98	140	0.72
8	3,992	Cr I	 K53	8	0.30
200	3,992	Th I	 PE83	200	0.77
200	3,992	Nd II	 MCS75	200	0.77
70	3,992	Pr II	 MCS75	70	0.62
200	3,992	Ce II	 C73	200	0.77
70	3,993	Gd I	 MCS75	70	0.62
20	3,993	V  I	 DA78	20	0.43
10	3,993	Cr I	 K53	10	0.33
200	3,993	Sm II	 K35	200	0.77
 1000 P,l	3,994	Cf II	 RCWM80	1000	1.00
250	3,994	Ce II	 C73	250	0.80
70	3,994	Gd II	 MCS75	70	0.62
100	3,995	Tc I	 BMC67	100	0.67
130	3,995	Th II	 PE83	130	0.70
200	3,995	Nd II	 MCS75	200	0.77
300	3,995	Pr II	 MCS75	300	0.83
12	3,995	Ar II	 N73	12	0.36
30	3,995	Kr II	 HP70a	30	0.49
   50 P	3,995	N  II	 M75a	50	0.57
300	3,995	Pm II	 RCWM80	300	0.83
 1000 P	3,995	Cm I	 WHGC76	1000	1.00
300	3,995	Co I	 PT96	300	0.83
25	3,996	Rh I	 MCS75	25	0.47
  400 P	3,996	La II	 MCS75	400	0.87
40	3,996	Rh I	 MCS75	40	0.53
80	3,996	Gd II	 MCS75	80	0.63
200	3,997	Tm II	 MCS75	200	0.77
11	3,997	Pt I	 SRSA92	11	0.35
  250 P	3,997	Sc I	 AV77	250	0.80
70	3,997	Dy II	 NG00	70	0.62
  110 c	3,997	Pr II	 MCS75	110	0.68
   30 h	3,998	Kr II	 HP70a	30	0.49
 1000 P	3,999	Ti I	 F91	1000	1.00
40	3,999	V  I	 DA78	40	0.53
 1000 P,r	3,999	Pm II	 RCWM80	1000	1.00
140	3,999	Zr II	 J98	140	0.72
60	3,999	Pr II	 MCS75	60	0.59
  800 P	3,999	Ce II	 C73	800	0.97
40	4,000	Ho I	 MCS75	40	0.53
120 c	4,000	Pr II	 G90	120	0.69
  400 P	4,000	Dy II	 NG00	400	0.87
250	4,001	K  II	 D26	250	0.80
8	4,001	Cr I	 K53	8	0.30
25	4,003	Ho I	 MCS75	25	0.47
250	4,004	Ce II	 C73	250	0.80
100	4,004	Nd II	 MCS75	100	0.67
140	4,005	Pr II	 G90	140	0.72
130	4,005	U  I	 PKE80	130	0.70
250	4,005	Ce I	 M75c	250	0.80
40	4,005	Fe I	 NJLT94	40	0.53
300	4,005	Tb II	 B01	300	0.83
25	4,006	Dy I	 NG00	25	0.47
  250 P	4,007	Te II	 HM64	250	0.80
60	4,008	Zr I	 J98	60	0.59
 1000 P	4,008	Er I	 M64b	1000	1.00
400	4,008	Th I	 PE83	400	0.87
70	4,008	Gd I	 MCS75	70	0.62
400	4,009	Pr II	 G90	400	0.87
 1000 P	4,009	W  I	 MCS75	1000	1.00
120	4,009	Ti I	 F91	120	0.69
400	4,009	Th I	 PE83	400	0.87
1	4,009	He I	 M60a	1	0.00
25	4,010	Ti I	 F91	25	0.47
500	4,010	Pm II	 RCWM80	500	0.90
120	4,011	Pr II	 G90	120	0.69
50	4,012	Tc I	 BMC67	50	0.57
  700 P	4,012	Nd II	 MCS75	700	0.95
  800 P	4,012	Ce II	 C73	800	0.97
  500 P	4,012	Th I	 PE83	500	0.90
80	4,013	Er I	 M64b	80	0.63
100	4,013	Nd II	 MCS75	100	0.67
  300 l	4,013	Pa II	 BW92b	300	0.83
60	4,014	Pt II	 SRSA92	60	0.59
30	4,014	Dy I	 NG00	30	0.49
15	4,014	Ar II	 N73	15	0.39
250	4,015	Ce II	 C73	250	0.80
60	4,015	W  I	 MCS75	60	0.59
250	4,015	La I	 MCS75	250	0.80
140	4,015	Pr II	 G90	140	0.72
1000	4,016	Cm I	 WHGC76	1000	1.00
30	4,017	Tc I	 BMC67	30	0.49
90	4,018	Gd I	 MCS75	90	0.65
120	4,018	U  II	 PKE80	120	0.69
60	4,018	Mn I	 CMG64	60	0.59
  300 s	4,018	Pa II	 BW92b	300	0.83
 1000 P	4,019	Th II	 PE83	1000	1.00
12	4,020	Pb I	 WA68	12	0.36
   10 s	4,020	Am I	Ft 57	10	0.33
  900 P	4,020	Sc I	 AV77	900	0.98
  200 P	4,021	Er I	 M64b	200	0.77
100	4,021	Tc I	 BMC67	100	0.67
200	4,021	Nd II	 MCS75	200	0.77
120	4,021	Pr II	 MCS75	120	0.69
200	4,021	Nd II	 MCS75	200	0.77
30	4,022	Er I	 M64b	30	0.49
200	4,022	Nd II	 MCS75	200	0.77
140	4,022	Ru I	 K59	140	0.72
90	4,023	Pr II	 G90	90	0.65
200	4,023	Nd II	 MCS75	200	0.77
250	4,023	Gd I	 MCS75	250	0.80
200	4,023	Sm II	 K35	200	0.77
150	4,023	Gd I	 MCS75	150	0.73
  900 P	4,024	Sc I	 AV77	900	0.98
25	4,024	Dy I	 NG00	25	0.47
50	4,024	Ru I	 K59	50	0.57
110	4,024	Zr I	 J98	110	0.68
20	4,024	Tm I	 SMC73	20	0.43
250	4,024	Ce II	 C73	250	0.80
150	4,025	Ti I	 F91	150	0.73
  250 P	4,025	F  II	 P69	250	0.80
200	4,025	Zr I	 J98	200	0.77
  200 P	4,025	F  II	 P69	200	0.77
  250 P	4,025	F  II	 P69	250	0.80
70	4,026	Pr II	 MCS75	70	0.62
50	4,026	He I	 M60a	50	0.57
5	4,026	He I	 M60a	5	0.23
250	4,027	Th I	 PE83	250	0.80
300	4,027	Zr I	 J98	300	0.83
40	4,027	Ho I	 MCS75	40	0.53
250	4,028	Gd I	 MCS75	250	0.80
250	4,028	Ce II	 C73	250	0.80
30	4,029	Ho I	 MCS75	30	0.49
70	4,029	Zr I	 J98	70	0.62
20	4,029	Rb II	 R75	20	0.43
70	4,030	Zr II	 J98	70	0.62
   70 c	4,030	Pr II	 MCS75	70	0.62
140	4,030	Zr I	 J98	140	0.72
300	4,030	Pa II	 BW92b	300	0.83
20	4,030	Sr I	 MCS75	20	0.43
   25 h	4,031	Ti I	 F91	25	0.47
10	4,031	Sc I	 AV77	10	0.33
 1000 P	4,031	Mn I	 CMG64	1000	1.00
400	4,031	Th I	 PE83	400	0.87
200	4,031	Gd I	 MCS75	200	0.77
250	4,031	Ce II	 C73	250	0.80
 1000 P,c	4,032	Tc I	 BMC67	1000	1.00
  300 P	4,032	La II	 MCS75	300	0.83
  140 c	4,032	Pr II	 MCS75	140	0.72
1000	4,032	Cm I	 WHGC76	1000	1.00
200	4,032	Nd II	 MCS75	200	0.77
  300 P	4,032	Tb I	 B01	300	0.83
70	4,033	Nb I	 MCS75	70	0.62
  500 P	4,033	Ga I	 ND82	500	0.90
  400 P	4,033	Tb II	 B01	400	0.87
  700 P	4,033	Mn I	 CMG64	700	0.95
150	4,033	Gd I	 MCS75	150	0.73
15	4,034	Ar II	 N73	15	0.39
200	4,034	Pr II	 G90	200	0.77
  400 P	4,034	Mn I	 CMG64	400	0.87
200	4,035	Ac I	 MFT57	200	0.77
200	4,035	Sm II	 K35	200	0.77
70	4,035	Gd I	 MCS75	70	0.62
1000	4,035	Cf I	 RCWM80	1000	1.00
7	4,035	Ar II	 N73	7	0.28
60	4,036	Mn I	 CMG64	60	0.59
   10 s	4,036	Am I	Ft 57	10	0.33
110	4,036	Zr I	 J98	110	0.68
400	4,036	Th I	 PE83	400	0.87
  100 s	4,036	Am II	Ft 57	100	0.67
150	4,037	Gd II	 MCS75	150	0.73
30	4,038	Xe II	 H39	30	0.49
25	4,038	Ho I	 MCS75	25	0.47
80	4,038	Gd II	 MCS75	80	0.63
140	4,038	Pr II	 G90	140	0.72
10	4,039	Cr I	 K53	10	0.33
11	4,039	Eu I	 MCS75	11	0.35
50	4,039	Tc I	 BMC67	50	0.57
90	4,039	Pr II	 G90	90	0.65
90	4,040	Y  I	 P77	90	0.65
80	4,040	Cs II	 S81	80	0.63
  600 P	4,041	Ce II	 C73	600	0.93
  600 P	4,041	Nd II	 MCS75	600	0.93
  300 P	4,041	Ho I	 MZH78	300	0.83
40	4,041	Au I	 ED71	40	0.53
30	4,041	N  II	 M75a	30	0.49
  200 P	4,041	Mn I	 CMG64	200	0.77
70	4,042	Zr I	 J98	70	0.62
250	4,043	Ce II	 C73	250	0.80
200	4,043	Sm II	 K35	200	0.77
  300 P	4,043	U  I	 PKE80	300	0.83
50	4,043	Ar II	 N73	50	0.57
200	4,043	Sm II	 K35	200	0.77
  300 P	4,043	La II	 MCS75	300	0.83
150	4,044	Zr I	 J98	150	0.73
90	4,044	Gd I	 MCS75	90	0.65
10	4,044	Sc I	 AV77	10	0.33
  700 P	4,044	K  I	 R56	700	0.95
1	4,044	Ar I	 N73	1	0.00
40	4,044	Tm I	 SMC73	40	0.53
140	4,045	Zr I	 J98	140	0.72
250	4,045	Pr II	 G90	250	0.80
300	4,045	Gd I	 MCS75	300	0.83
  300 P,c	4,045	Ho II	 MZH78	300	0.83
110	4,046	W  I	 MCS75	110	0.68
70	4,046	Zr II	 J98	70	0.62
  300 P	4,046	Fe I	 NJLT94	300	0.83
  800 P	4,046	Dy I	 NG00	800	0.97
200	4,046	Ce II	 C73	200	0.77
  400 P	4,047	Hg I	 BAL50	400	0.87
  300 s	4,047	Pa II	 BW92b	300	0.83
70	4,047	Er I	 M64b	70	0.62
70	4,047	Pr II	 G90	70	0.62
200	4,047	Sm II	 K35	200	0.77
  700 P	4,047	K  I	 R56	700	0.95
   25 c	4,048	Ho I	 MCS75	25	0.47
130	4,048	U  I	 PKE80	130	0.70
250	4,048	Y  I	 P77	250	0.80
120	4,048	Sc I	 AV77	120	0.69
90	4,048	Th I	 PE83	90	0.65
1000	4,048	Cm I	 WHGC76	1000	1.00
110	4,049	Zr II	 J98	110	0.68
40	4,049	Mn I	 CMG64	40	0.53
8	4,049	Cr I	 K53	8	0.30
  500 c	4,049	Tc I	 BMC67	500	0.90
150	4,049	Gd II	 MCS75	150	0.73
1000	4,050	Cm I	 WHGC76	1000	1.00
  250 P	4,050	Gd II	 MCS75	250	0.80
  300 P	4,050	U  II	 PKE80	300	0.83
60	4,050	Zr I	 J98	60	0.59
70	4,051	Dy II	 NG00	70	0.62
200	4,051	Th I	 PE83	200	0.77
30	4,051	V  I	 DA78	30	0.49
90	4,051	Pr II	 MCS75	90	0.65
150	4,051	Nd II	 MCS75	150	0.73
30	4,051	V  I	 DA78	30	0.49
130	4,051	Ru I	 K59	130	0.70
300	4,052	Pm II	 RCWM80	300	0.83
